kind,legacy_name,openmu_or_plugin,parity_status,notes
LEGACY_PROC,WZ_CS_ModifyGuildMarkReset,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ModifyMoney,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ModifySiegeEnd,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ModifyTaxRate,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqNpcBuy,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqNpcRemove,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqNpcRepair,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqNpcUpdate,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqNpcUpgrade,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqRegAttackGuild,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ReqRegGuildMark,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ResetCastleSiege,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ResetCastleTaxInfo,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ResetRegSiegeInfo,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_ResetSiegeGuildInfo,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_SetSiegeGuildInfo,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CS_SetSiegeGuildOK,Guild / siege,deferred,Takumi siege procs; đối chiếu persistence guild OpenMU / plugin.
LEGACY_PROC,WZ_CW_InfoLoad,Game / event,deferred,CW — đối chiếu feature OpenMU hoặc plugin Takumi
LEGACY_PROC,WZ_CW_InfoSave,Game / event,deferred,
LEGACY_PROC,WZ_CreateCharacter,data.Character create path,in_progress,Inventory + CharacterClass FK takumi so với EF.
LEGACY_PROC,WZ_CustomArenaRanking,Takumi plugin,deferred,WZ_Custom* không vanilla OpenMU
LEGACY_PROC,WZ_CustomMonsterReward,Takumi plugin,deferred,
LEGACY_PROC,WZ_CustomRanking,Takumi plugin,deferred,
LEGACY_PROC,WZ_CustomTop,Takumi plugin,deferred,
LEGACY_PROC,WZ_DISCONNECT_MEMB,session teardown,in_progress,Clear session DataServer tương đương OpenMU.
LEGACY_PROC,WZ_DeleteCharacter,data.Character delete path,in_progress,
LEGACY_PROC,WZ_DesblocAccount,Admin / account,todo,
LEGACY_PROC,WZ_GetAccountLevel,Account / vault,todo,
LEGACY_PROC,WZ_GetCharacterGensInfo,Gens / season,deferred,Có Gens trên world target không
LEGACY_PROC,WZ_GetCoin,Zen / wallet,deferred,Đơn vị coin legacy vs OpenMU
LEGACY_PROC,WZ_GetItemSerial,item serial service,in_progress,Serial generator legacy vs OpenMU increment.
LEGACY_PROC,WZ_GetMarryInfo,Marry / social,deferred,
LEGACY_PROC,WZ_GetMasterResetInfo,Reset / custom,deferred,
LEGACY_PROC,WZ_GetResetInfo,Reset / custom,deferred,
LEGACY_PROC,WZ_RankingBloodCastle,Ranking / event,deferred,Event ranking — logic OpenMU
LEGACY_PROC,WZ_RankingChaosCastle,Ranking / event,deferred,
LEGACY_PROC,WZ_RankingDevilSquare,Ranking / event,deferred,
LEGACY_PROC,WZ_RankingIllusionTemple,Ranking / event,deferred,
LEGACY_PROC,WZ_RenameCharacter,data.Character rename,in_progress,
LEGACY_PROC,WZ_SetAccountLevel,Account / vault,todo,
LEGACY_PROC,WZ_SetCoin,Zen / wallet,deferred,
LEGACY_PROC,WZ_SetDiemMonter,Takumi plugin,deferred,Custom điểm quái
LEGACY_PROC,WZ_SetDivorceInfo,Marry / social,deferred,
LEGACY_PROC,WZ_SetMarryInfo,Marry / social,deferred,
LEGACY_PROC,WZ_SetMasterResetInfo,Reset / custom,deferred,
LEGACY_PROC,WZ_SetResetInfo,Reset / custom,deferred,
LEGACY_PROC,WZ_SetReward,Takumi plugin,deferred,
LEGACY_PROC,WZ_SetRewardAll,Takumi plugin,deferred,
LEGACY_PROC,WZ_TvTRanking,Takumi plugin,deferred,
LEGACY_TABLE,AccountCharacter,data.Character + Account (slot),deferred,Takumi AccountCharacter — map slot/AccountID với EF Aggregate; inspect --table.
LEGACY_TABLE,CashLog,Takumi plugin audit/log,deferred,Lịch sử CashShop — không trong core OpenMU.
LEGACY_TABLE,CashShopData,plugin + config.Market*,deferred,Pricing legacy vs OpenMU store model.
LEGACY_TABLE,CashShopInventory,data.Item / plugin stall,deferred,Kho cửa hàng MSSQL.
LEGACY_TABLE,CashShopPeriodicItem,plugin periodic grant,deferred,Takumi dbo.CashShopPeriodicItem — PHASE2 §0 / inspector: takumi-mssql-inspect --table CashShopPeriodicItem
LEGACY_TABLE,Character,data.Character + takumi_staging.legacy_character,in_progress,Chân lý nhân vật Takumi; Gate2 nhận blob Inventory → ItemStorage.
LEGACY_TABLE,CustomAttack,Takumi plugin,deferred,Takumi dbo.CustomAttack — PHASE2 §0 / inspector: takumi-mssql-inspect --table CustomAttack
LEGACY_TABLE,CustomGift,Takumi plugin,deferred,Takumi dbo.CustomGift — PHASE2 §0 / inspector: takumi-mssql-inspect --table CustomGift
LEGACY_TABLE,CustomItemBank,plugin + ItemStorage ext,deferred,PHASE2 §1.2 — jewell bank không chuẩn EF.
LEGACY_TABLE,CustomJewelBank,Takumi plugin,deferred,Takumi dbo.CustomJewelBank — PHASE2 §0 / inspector: takumi-mssql-inspect --table CustomJewelBank
LEGACY_TABLE,CustomNpcQuest,config.Quest + plugin,deferred,Takumi dbo.CustomNpcQuest — PHASE2 §0 / inspector: takumi-mssql-inspect --table CustomNpcQuest
LEGACY_TABLE,CustomQuest,config.Quest + plugin state,deferred,Takumi dbo.CustomQuest — PHASE2 §0 / inspector: takumi-mssql-inspect --table CustomQuest
LEGACY_TABLE,DataNapGame,Takumi plugin nap,deferred,PHASE2 §1.2 DataNapGame.
LEGACY_TABLE,DefaultClassType,config.CharacterClass.Number,deferred,Map Class id MSSQL.
LEGACY_TABLE,EquipInventory,decode → data.ItemStorage,deferred,PHASE2 blob EquipInventory.
LEGACY_TABLE,EventLeoTheHelper,plugin event,deferred,Takumi dbo.EventLeoTheHelper — PHASE2 §0 / inspector: takumi-mssql-inspect --table EventLeoTheHelper
LEGACY_TABLE,EventSantaClaus,plugin event,deferred,Takumi dbo.EventSantaClaus — PHASE2 §0 / inspector: takumi-mssql-inspect --table EventSantaClaus
LEGACY_TABLE,ExtWarehouse,vault extension / plugin,deferred,Mở rộng warehouse legacy.
LEGACY_TABLE,GameServerInfo,config GameServer* + deploy JSON,deferred,Không import nguyên bản bảng; so INI MU.
LEGACY_TABLE,Gens_Duprian,Takumi gens plugin,deferred,Takumi dbo.Gens_Duprian — PHASE2 §0 / inspector: takumi-mssql-inspect --table Gens_Duprian
LEGACY_TABLE,Gens_Rank,Takumi gens plugin,deferred,Takumi dbo.Gens_Rank — PHASE2 §0 / inspector: takumi-mssql-inspect --table Gens_Rank
LEGACY_TABLE,Gens_Reward,Takumi gens plugin,deferred,Takumi dbo.Gens_Reward — PHASE2 §0 / inspector: takumi-mssql-inspect --table Gens_Reward
LEGACY_TABLE,Gens_Varnert,Takumi gens plugin,deferred,Takumi dbo.Gens_Varnert — PHASE2 §0 / inspector: takumi-mssql-inspect --table Gens_Varnert
LEGACY_TABLE,Guild,guild.Guild,todo,Map GUID + tên guild legacy.
LEGACY_TABLE,GuildMember,guild.GuildMember,todo,Takumi dbo.GuildMember — PHASE2 §0 / inspector: takumi-mssql-inspect --table GuildMember
LEGACY_TABLE,HelperData,data.Character MuHelperConfiguration,deferred,Blob helper Takumi.
LEGACY_TABLE,ItemLog,plugin audit,deferred,Takumi dbo.ItemLog — PHASE2 §0 / inspector: takumi-mssql-inspect --table ItemLog
LEGACY_TABLE,ItemMarketData,Takumi market plugin,deferred,PHASE2 ItemMarketData.
LEGACY_TABLE,LOG_CREDITOS,plugin credit log,deferred,Takumi dbo.LOG_CREDITOS — PHASE2 §0 / inspector: takumi-mssql-inspect --table LOG_CREDITOS
LEGACY_TABLE,LuckyCoin,plugin economy,deferred,Takumi dbo.LuckyCoin — PHASE2 §0 / inspector: takumi-mssql-inspect --table LuckyCoin
LEGACY_TABLE,LuckyItem,plugin loot,deferred,Takumi dbo.LuckyItem — PHASE2 §0 / inspector: takumi-mssql-inspect --table LuckyItem
LEGACY_TABLE,Marry,plugin marry social,deferred,Takumi dbo.Marry — PHASE2 §0 / inspector: takumi-mssql-inspect --table Marry
LEGACY_TABLE,MasterSkillTree,master skills EF/service,deferred,Map MasterSkillTree → skill EF.
LEGACY_TABLE,MEMB_INFO,data.Account + takumi_staging.legacy_memb_info,in_progress,Chân lý account Takumi; memb___id memb__pwd — policy Gate2 BCrypt.
LEGACY_TABLE,MEMB_STAT,plugin / obsolete,deferred,Kiểm tra join code còn dùng không.
LEGACY_TABLE,MK_Server,infra join registry,deferred,Thay bằng compose ConnectServer OpenMU.
LEGACY_TABLE,MuCastle_DATA,siege guild persistence,deferred,Gần WZ_CS_* + guild schema.
LEGACY_TABLE,MuCastle_MONEY_STATISTICS,siege stats,deferred,Takumi dbo.MuCastle_MONEY_STATISTICS — PHASE2 §0 / inspector: takumi-mssql-inspect --table MuCastle_MONEY_STATISTICS
LEGACY_TABLE,MuCastle_NPC,siege NPC,deferred,Takumi dbo.MuCastle_NPC — PHASE2 §0 / inspector: takumi-mssql-inspect --table MuCastle_NPC
LEGACY_TABLE,MuCastle_REG_SIEGE,siege registration,deferred,Takumi dbo.MuCastle_REG_SIEGE — PHASE2 §0 / inspector: takumi-mssql-inspect --table MuCastle_REG_SIEGE
LEGACY_TABLE,MuCastle_SIEGE_GUILDLIST,siege guild list,deferred,Takumi dbo.MuCastle_SIEGE_GUILDLIST — PHASE2 §0 / inspector: takumi-mssql-inspect --table MuCastle_SIEGE_GUILDLIST
LEGACY_TABLE,OptionData,config.ItemOption*,deferred,Tham chiếu item opt server cũ.
LEGACY_TABLE,QuestKillCount,data.CharacterQuestState,deferred,Takumi dbo.QuestKillCount — PHASE2 §0 / inspector: takumi-mssql-inspect --table QuestKillCount
LEGACY_TABLE,QuestWorld,config.QuestDefinition + progress,deferred,Takumi dbo.QuestWorld — PHASE2 §0 / inspector: takumi-mssql-inspect --table QuestWorld
LEGACY_TABLE,RankingBloodCastle,MiniGameRanking / plugin,deferred,Takumi dbo.RankingBloodCastle — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingBloodCastle
LEGACY_TABLE,RankingChaosCastle,MiniGameRanking / plugin,deferred,Takumi dbo.RankingChaosCastle — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingChaosCastle
LEGACY_TABLE,RankingDevilSquare,MiniGameRanking / plugin,deferred,Takumi dbo.RankingDevilSquare — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingDevilSquare
LEGACY_TABLE,RankingDuel,config Duel + ranking,deferred,Takumi dbo.RankingDuel — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingDuel
LEGACY_TABLE,RankingIllusionTemple,plugin IT,deferred,Takumi dbo.RankingIllusionTemple — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingIllusionTemple
LEGACY_TABLE,RankingKingGuild,plugin,deferred,Takumi dbo.RankingKingGuild — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingKingGuild
LEGACY_TABLE,RankingKingPlayer,plugin,deferred,Takumi dbo.RankingKingPlayer — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingKingPlayer
LEGACY_TABLE,RankingTvT,Takumi TvT ranking plugin,deferred,Takumi dbo.RankingTvT — PHASE2 §0 / inspector: takumi-mssql-inspect --table RankingTvT
LEGACY_TABLE,T_CGuid,migration id map staging,deferred,Nếu cần map Guid MSSQL/OpenMU.
LEGACY_TABLE,T_FriendList,friend.Friend (+ letter),deferred,Friend list legacy.
LEGACY_TABLE,T_FriendMail,data.LetterHeader.Body,deferred,Thư MU legacy.
LEGACY_TABLE,T_FriendMain,friend.Friend meta,deferred,Takumi dbo.T_FriendMain — PHASE2 §0 / inspector: takumi-mssql-inspect --table T_FriendMain
LEGACY_TABLE,T_PetItem_Info,plugin pet,deferred,Takumi dbo.T_PetItem_Info — PHASE2 §0 / inspector: takumi-mssql-inspect --table T_PetItem_Info
LEGACY_TABLE,T_WaitFriend,friend invites,deferred,Takumi dbo.T_WaitFriend — PHASE2 §0 / inspector: takumi-mssql-inspect --table T_WaitFriend
LEGACY_TABLE,warehouse,data.Account.Vault ItemStorage,deferred,Warehouse blob → vault slots.
LEGACY_TABLE,WarehouseGuild,guild vault plugin,deferred,Takumi dbo.WarehouseGuild — PHASE2 §0 / inspector: takumi-mssql-inspect --table WarehouseGuild
LEGACY_TABLE,WZ_CW_INFO,event CW Takumi plugin,deferred,WZ_CW_InfoLoad/Save parity.
OPENMU_TABLE,config.AreaSkillSettings,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.AttributeDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.AttributeRelationship,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.AttributeRequirement,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.BattleZoneDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.CharacterClass,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ChatServerDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ChatServerEndpoint,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.CombinationBonusRequirement,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ConfigurationUpdate,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ConfigurationUpdateState,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ConnectServerDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ConstValueAttribute,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.DropItemGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.DropItemGroupItemDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.DuelArea,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.DuelConfiguration,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.EnterGate,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ExitGate,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameClientDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameConfiguration,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameMapDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameMapDefinitionDropItemGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameServerConfiguration,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameServerConfigurationGameMapDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameServerDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.GameServerEndpoint,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.IncreasableItemOption,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemBasePowerUpDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemCrafting,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemCraftingRequiredItem,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemCraftingRequiredItemItemDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemCraftingRequiredItemItemOptionType,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemCraftingResultItem,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDefinitionCharacterClass,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDefinitionItemOptionDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDefinitionItemSetGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDropItemGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemDropItemGroupItemDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemLevelBonusTable,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOfItemSet,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOption,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOptionCombinationBonus,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOptionDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOptionOfLevel,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemOptionType,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemSetGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.ItemSlotType,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.JewelMix,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.LevelBonus,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MagicEffectDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MasterSkillDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MasterSkillDefinitionSkill,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MasterSkillRoot,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MiniGameChangeEvent,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MiniGameDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MiniGameReward,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MiniGameSpawnWave,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MiniGameTerrainChange,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MonsterAttribute,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MonsterDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MonsterDefinitionDropItemGroup,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.MonsterSpawnArea,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
